274,320,0,24/09/2014 14:46:21,ZX1B23QFSP48abead89f52e3bb,168
374,302,0,24/09/2014 14:46:23,ZX1B23QFSP48abead89f52e3bb,168
374,302,0,24/09/2014 14:46:25,ZX1B23QFSP48abead89f52e3bb,168
403,320,0,24/09/2014 14:46:28,ZX1B23QFSP48abead89f52e3bb,168
403,302,0,24/09/2014 14:46:30,ZX1B23QFSP48abead89f52e3bb,168
514,364,0,24/09/2014 14:46:34,ZX1B23QFSP48abead89f52e3bb,168
542,320,0,24/09/2014 14:46:36,ZX1B23QFSP48abead89f52e3bb,168
616,302,0,24/09/2014 14:46:38,ZX1B23QFSP48abead89f52e3bb,168
591,320,0,24/09/2014 14:46:40,ZX1B23QFSP48abead89f52e3bb,168
591,320,0,24/09/2014 14:46:42,ZX1B23QFSP48abead89f52e3bb,168
616,302,0,24/09/2014 14:46:43,ZX1B23QFSP48abead89f52e3bb,168
616,302,0,24/09/2014 14:46:45,ZX1B23QFSP48abead89f52e3bb,168
616,302,0,24/09/2014 14:46:47,ZX1B23QFSP48abead89f52e3bb,168
591,320,0,24/09/2014 14:46:49,ZX1B23QFSP48abead89f52e3bb,168
643,302,0,24/09/2014 14:46:51,ZX1B23QFSP48abead89f52e3bb,168
738,364,0,24/09/2014 14:46:55,ZX1B23QFSP48abead89f52e3bb,168
738,364,0,24/09/2014 14:46:56,ZX1B23QFSP48abead89f52e3bb,168
738,364,0,24/09/2014 14:46:58,ZX1B23QFSP48abead89f52e3bb,168
842,320,0,24/09/2014 14:47:00,ZX1B23QFSP48abead89f52e3bb,168
